gutenberg_id,text,title
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Two doors from one corner, on the left hand going east the line was",The Strange Case of Dr. Jekyll and Mr. Hyde
43,broken by the entry of a court; and just at that point a certain,The Strange Case of Dr. Jekyll and Mr. Hyde
43,sinister block of building thrust forward its gable on the street. It,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"was two storeys high; showed no window, nothing but a door on the lower",The Strange Case of Dr. Jekyll and Mr. Hyde
43,storey and a blind forehead of discoloured wall on the upper; and bore,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"in every feature, the marks of prolonged and sordid negligence. The",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"door, which was equipped with neither bell nor knocker, was blistered",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and distained. Tramps slouched into the recess and struck matches on,The Strange Case of Dr. Jekyll and Mr. Hyde
43,the panels; children kept shop upon the steps; the schoolboy had tried,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"his knife on the mouldings; and for close on a generation, no one had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,appeared to drive away these random visitors or to repair their,The Strange Case of Dr. Jekyll and Mr. Hyde
43,ravages.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,Mr. Enfield and the lawyer were on the other side of the by-street; but,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"when they came abreast of the entry, the former lifted up his cane and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,pointed.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“Did you ever remark that door?” he asked; and when his companion had,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"replied in the affirmative, “It is connected in my mind,” added he,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,“with a very odd story.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Indeed?” said Mr. Utterson, with a slight change of voice, “and what",The Strange Case of Dr. Jekyll and Mr. Hyde
43,was that?”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Well, it was this way,” returned Mr. Enfield: “I was coming home from",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"some place at the end of the world, about three o’clock of a black",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"winter morning, and my way lay through a part of town where there was",The Strange Case of Dr. Jekyll and Mr. Hyde
43,literally nothing to be seen but lamps. Street after street and all the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"folks asleep—street after street, all lighted up as if for a procession",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and all as empty as a church—till at last I got into that state of mind,The Strange Case of Dr. Jekyll and Mr. Hyde
43,when a man listens and listens and begins to long for the sight of a,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"policeman. All at once, I saw two figures: one a little man who was",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"stumping along eastward at a good walk, and the other a girl of maybe",The Strange Case of Dr. Jekyll and Mr. Hyde
43,eight or ten who was running as hard as she was able down a cross,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"street. Well, sir, the two ran into one another naturally enough at the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,corner; and then came the horrible part of the thing; for the man,The Strange Case of Dr. Jekyll and Mr. Hyde
43,trampled calmly over the child’s body and left her screaming on the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"ground. It sounds nothing to hear, but it was hellish to see. It wasn’t",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"like a man; it was like some damned Juggernaut. I gave a few halloa,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"took to my heels, collared my gentleman, and brought him back to where",The Strange Case of Dr. Jekyll and Mr. Hyde
43,there was already quite a group about the screaming child. He was,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"perfectly cool and made no resistance, but gave me one look, so ugly",The Strange Case of Dr. Jekyll and Mr. Hyde
43,that it brought out the sweat on me like running. The people who had,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"turned out were the girl’s own family; and pretty soon, the doctor, for",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"whom she had been sent put in his appearance. Well, the child was not",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"much the worse, more frightened, according to the sawbones; and there",The Strange Case of Dr. Jekyll and Mr. Hyde
43,you might have supposed would be an end to it. But there was one,The Strange Case of Dr. Jekyll and Mr. Hyde
43,curious circumstance. I had taken a loathing to my gentleman at first,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"sight. So had the child’s family, which was only natural. But the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,doctor’s case was what struck me. He was the usual cut and dry,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"apothecary, of no particular age and colour, with a strong Edinburgh",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"accent and about as emotional as a bagpipe. Well, sir, he was like the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"rest of us; every time he looked at my prisoner, I saw that sawbones",The Strange Case of Dr. Jekyll and Mr. Hyde
43,turn sick and white with the desire to kill him. I knew what was in his,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"mind, just as he knew what was in mine; and killing being out of the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"question, we did the next best. We told the man we could and would make",The Strange Case of Dr. Jekyll and Mr. Hyde
43,such a scandal out of this as should make his name stink from one end,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"of London to the other. If he had any friends or any credit, we",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"undertook that he should lose them. And all the time, as we were",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"pitching it in red hot, we were keeping the women off him as best we",The Strange Case of Dr. Jekyll and Mr. Hyde
43,could for they were as wild as harpies. I never saw a circle of such,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"hateful faces; and there was the man in the middle, with a kind of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"black sneering coolness—frightened too, I could see that—but carrying",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"it off, sir, really like Satan. ‘If you choose to make capital out of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"this accident,’ said he, ‘I am naturally helpless. No gentleman but",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"wishes to avoid a scene,’ says he. ‘Name your figure.’ Well, we screwed",The Strange Case of Dr. Jekyll and Mr. Hyde
43,him up to a hundred pounds for the child’s family; he would have,The Strange Case of Dr. Jekyll and Mr. Hyde
43,clearly liked to stick out; but there was something about the lot of us,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"that meant mischief, and at last he struck. The next thing was to get",The Strange Case of Dr. Jekyll and Mr. Hyde
43,the money; and where do you think he carried us but to that place with,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the door?—whipped out a key, went in, and presently came back with the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"matter of ten pounds in gold and a cheque for the balance on Coutts’s,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"drawn payable to bearer and signed with a name that I can’t mention,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"though it’s one of the points of my story, but it was a name at least",The Strange Case of Dr. Jekyll and Mr. Hyde
43,very well known and often printed. The figure was stiff; but the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,signature was good for more than that if it was only genuine. I took,The Strange Case of Dr. Jekyll and Mr. Hyde
43,the liberty of pointing out to my gentleman that the whole business,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"looked apocryphal, and that a man does not, in real life, walk into a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,cellar door at four in the morning and come out with another man’s,The Strange Case of Dr. Jekyll and Mr. Hyde
43,cheque for close upon a hundred pounds. But he was quite easy and,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"sneering. ‘Set your mind at rest,’ says he, ‘I will stay with you till",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the banks open and cash the cheque myself.’ So we all set off, the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"doctor, and the child’s father, and our friend and myself, and passed",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the rest of the night in my chambers; and next day, when we had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"breakfasted, went in a body to the bank. I gave in the cheque myself,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and said I had every reason to believe it was a forgery. Not a bit of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,it. The cheque was genuine.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“Tut-tut!” said Mr. Utterson.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I see you feel as I do,” said Mr. Enfield. “Yes, it’s a bad story. For",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"my man was a fellow that nobody could have to do with, a really",The Strange Case of Dr. Jekyll and Mr. Hyde
43,damnable man; and the person that drew the cheque is the very pink of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the proprieties, celebrated too, and (what makes it worse) one of your",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"fellows who do what they call good. Blackmail, I suppose; an honest man",The Strange Case of Dr. Jekyll and Mr. Hyde
43,paying through the nose for some of the capers of his youth. Black Mail,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"House is what I call the place with the door, in consequence. Though",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"even that, you know, is far from explaining all,” he added, and with",The Strange Case of Dr. Jekyll and Mr. Hyde
43,the words fell into a vein of musing.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,From this he was recalled by Mr. Utterson asking rather suddenly: “And,The Strange Case of Dr. Jekyll and Mr. Hyde
43,you don’t know if the drawer of the cheque lives there?”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“A likely place, isn’t it?” returned Mr. Enfield. “But I happen to have",The Strange Case of Dr. Jekyll and Mr. Hyde
43,noticed his address; he lives in some square or other.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“And you never asked about the—place with the door?” said Mr. Utterson.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“No, sir; I had a delicacy,” was the reply. “I feel very strongly about",The Strange Case of Dr. Jekyll and Mr. Hyde
43,putting questions; it partakes too much of the style of the day of,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"judgment. You start a question, and it’s like starting a stone. You sit",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"quietly on the top of a hill; and away the stone goes, starting others;",The Strange Case of Dr. Jekyll and Mr. Hyde
43,and presently some bland old bird (the last you would have thought of),The Strange Case of Dr. Jekyll and Mr. Hyde
43,is knocked on the head in his own back garden and the family have to,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"change their name. No sir, I make it a rule of mine: the more it looks",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"like Queer Street, the less I ask.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“A very good rule, too,” said the lawyer.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“But I have studied the place for myself,” continued Mr. Enfield. “It",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"seems scarcely a house. There is no other door, and nobody goes in or",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"out of that one but, once in a great while, the gentleman of my",The Strange Case of Dr. Jekyll and Mr. Hyde
43,adventure. There are three windows looking on the court on the first,The Strange Case of Dr. Jekyll and Mr. Hyde
43,floor; none below; the windows are always shut but they’re clean. And,The Strange Case of Dr. Jekyll and Mr. Hyde
43,then there is a chimney which is generally smoking; so somebody must,The Strange Case of Dr. Jekyll and Mr. Hyde
43,live there. And yet it’s not so sure; for the buildings are so packed,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"together about the court, that it’s hard to say where one ends and",The Strange Case of Dr. Jekyll and Mr. Hyde
43,another begins.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"The pair walked on again for a while in silence; and then “Enfield,”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"said Mr. Utterson, “that’s a good rule of yours.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Yes, I think it is,” returned Enfield.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“But for all that,” continued the lawyer, “there’s one point I want to",The Strange Case of Dr. Jekyll and Mr. Hyde
43,ask. I want to ask the name of that man who walked over the child.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Well,” said Mr. Enfield, “I can’t see what harm it would do. It was a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,man of the name of Hyde.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Hm,” said Mr. Utterson. “What sort of a man is he to see?”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,“He is not easy to describe. There is something wrong with his,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"appearance; something displeasing, something down-right detestable. I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"never saw a man I so disliked, and yet I scarce know why. He must be",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"deformed somewhere; he gives a strong feeling of deformity, although I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"couldn’t specify the point. He’s an extraordinary looking man, and yet",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"I really can name nothing out of the way. No, sir; I can make no hand",The Strange Case of Dr. Jekyll and Mr. Hyde
43,of it; I can’t describe him. And it’s not want of memory; for I declare,The Strange Case of Dr. Jekyll and Mr. Hyde
43,I can see him this moment.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,Mr. Utterson again walked some way in silence and obviously under a,The Strange Case of Dr. Jekyll and Mr. Hyde
43,weight of consideration. “You are sure he used a key?” he inquired at,The Strange Case of Dr. Jekyll and Mr. Hyde
43,last.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“My dear sir...” began Enfield, surprised out of himself.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“Yes, I know,” said Utterson; “I know it must seem strange. The fact",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"is, if I do not ask you the name of the other party, it is because I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"know it already. You see, Richard, your tale has gone home. If you have",The Strange Case of Dr. Jekyll and Mr. Hyde
43,been inexact in any point you had better correct it.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I think you might have warned me,” returned the other with a touch of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"sullenness. “But I have been pedantically exact, as you call it. The",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"fellow had a key; and what’s more, he has it still. I saw him use it",The Strange Case of Dr. Jekyll and Mr. Hyde
43,not a week ago.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,Mr. Utterson sighed deeply but said never a word; and the young man,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"presently resumed. “Here is another lesson to say nothing,” said he. “I",The Strange Case of Dr. Jekyll and Mr. Hyde
43,am ashamed of my long tongue. Let us make a bargain never to refer to,The Strange Case of Dr. Jekyll and Mr. Hyde
43,this again.”,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“With all my heart,” said the lawyer. “I shake hands on that, Richard.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,SEARCH FOR MR. HYDE,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,That evening Mr. Utterson came home to his bachelor house in sombre,The Strange Case of Dr. Jekyll and Mr. Hyde
43,spirits and sat down to dinner without relish. It was his custom of a,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Sunday, when this meal was over, to sit close by the fire, a volume of",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"some dry divinity on his reading desk, until the clock of the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"neighbouring church rang out the hour of twelve, when he would go",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"soberly and gratefully to bed. On this night however, as soon as the",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"cloth was taken away, he took up a candle and went into his business",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"room. There he opened his safe, took from the most private part of it a",The Strange Case of Dr. Jekyll and Mr. Hyde
43,document endorsed on the envelope as Dr. Jekyll’s Will and sat down,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"with a clouded brow to study its contents. The will was holograph, for",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"Mr. Utterson though he took charge of it now that it was made, had",The Strange Case of Dr. Jekyll and Mr. Hyde
43,refused to lend the least assistance in the making of it; it provided,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"not only that, in case of the decease of Henry Jekyll, M.D., D.C.L.,",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"L.L.D., F.R.S., etc., all his possessions were to pass into the hands",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"of his “friend and benefactor Edward Hyde,” but that in case of Dr.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,Jekyll’s “disappearance or unexplained absence for any period exceeding,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"three calendar months,” the said Edward Hyde should step into the said",The Strange Case of Dr. Jekyll and Mr. Hyde
43,Henry Jekyll’s shoes without further delay and free from any burthen or,The Strange Case of Dr. Jekyll and Mr. Hyde
43,obligation beyond the payment of a few small sums to the members of the,The Strange Case of Dr. Jekyll and Mr. Hyde
43,doctor’s household. This document had long been the lawyer’s eyesore.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,It offended him both as a lawyer and as a lover of the sane and,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"customary sides of life, to whom the fanciful was the immodest. And",The Strange Case of Dr. Jekyll and Mr. Hyde
43,hitherto it was his ignorance of Mr. Hyde that had swelled his,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"indignation; now, by a sudden turn, it was his knowledge. It was",The Strange Case of Dr. Jekyll and Mr. Hyde
43,already bad enough when the name was but a name of which he could learn,The Strange Case of Dr. Jekyll and Mr. Hyde
43,no more. It was worse when it began to be clothed upon with detestable,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"attributes; and out of the shifting, insubstantial mists that had so",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"long baffled his eye, there leaped up the sudden, definite presentment",The Strange Case of Dr. Jekyll and Mr. Hyde
43,of a fiend.,The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"“I thought it was madness,” he said, as he replaced the obnoxious paper",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"in the safe, “and now I begin to fear it is disgrace.”",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,"With that he blew out his candle, put on a greatcoat, and set forth in",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"the direction of Cavendish Square, that citadel of medicine, where his",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"friend, the great Dr. Lanyon, had his house and received his crowding",The Strange Case of Dr. Jekyll and Mr. Hyde
43,"patients. “If anyone knows, it will be Lanyon,” he had thought.",The Strange Case of Dr. Jekyll and Mr. Hyde
43,,The Strange Case of Dr. Jekyll and Mr. Hyde
43,The solemn butler knew and welcomed him; he was subjected to no stage,The Strange Case of Dr. Jekyll and Mr. Hyde
